side,entry_time,exit_time,duration_hours,entry_price,exit_price,price_move_pct,net_pnl,return_on_equity,r_multiple,exit_category,exit_reason,result,year,entry_hour
long,2024-07-19T16:00:00+00:00,2024-07-21T20:00:00+00:00,52.0,65849.927352,67408.545594,2.366924770726658,79.75583972566598,0.04619966257489088,1.5399887524963627,correction_exit,correction depth 3.78 ATR >= 2.5,win,2024,16
short,2024-08-04T16:00:00+00:00,2024-08-04T20:00:00+00:00,4.0,59074.192798000004,59269.521534,-0.3306498603678066,-6.882074282565847,-0.0038104923318068146,-0.12701641106022715,correction_exit,correction depth 5.46 ATR >= 2.5,loss,2024,16
short,2024-08-07T20:00:00+00:00,2024-08-08T01:00:00+00:00,5.0,54750.017806,55794.43844207143,-1.9076169797281166,-56.868771784552436,-0.03160775290565186,-1.0535917635217287,risk_stop,risk_stop,loss,2024,20
long,2024-08-08T16:00:00+00:00,2024-08-09T01:00:00+00:00,9.0,59439.915605999995,61201.767198,2.9640883134466653,36.44106938859867,0.02091508250762192,0.6971694169207308,correction_exit,two opposing-body correction bars with depth 2.22 ATR,win,2024,16
short,2024-08-11T21:00:00+00:00,2024-08-12T10:00:00+00:00,13.0,58493.209018,58308.339336,0.3160532395189919,3.857596300463034,0.0021686807554204056,0.07228935851401352,correction_exit,correction depth 2.67 ATR >= 2.5,win,2024,21
long,2024-08-16T19:00:00+00:00,2024-08-16T22:00:00+00:00,3.0,59478.903402,59012.165206000005,-0.7847121740719655,-22.209514234062496,-0.012458824911668543,-0.4152941637222848,correction_exit,two opposing-body correction bars with depth 1.50 ATR,loss,2024,19
short,2024-08-19T01:00:00+00:00,2024-08-19T12:00:00+00:00,11.0,58334.360794,58408.619388,-0.12729820467602843,-5.488370954200894,-0.003117642173503801,-0.10392140578346004,correction_exit,two opposing-body correction bars with depth 2.02 ATR,loss,2024,1
long,2024-08-21T20:00:00+00:00,2024-08-21T22:00:00+00:00,2.0,61582.314,61223.722806000005,-0.5822957448464722,-11.385943059601052,-0.006487956177632892,-0.2162652059210964,correction_exit,two opposing-body correction bars with depth 1.57 ATR,loss,2024,20
long,2024-08-23T19:00:00+00:00,2024-08-24T00:00:00+00:00,5.0,63165.220517999995,64024.432552,1.3602612750400465,24.93858498650016,0.014303343615405764,0.47677812051352547,correction_exit,two opposing-body correction bars with depth 1.91 ATR,win,2024,19
long,2024-08-29T15:00:00+00:00,2024-08-29T17:00:00+00:00,2.0,60827.163,60282.931002,-0.8947186933574445,-42.06627957149659,-0.023786580350641844,-0.7928860116880615,correction_exit,correction depth 2.62 ATR >= 2.5,loss,2024,15
short,2024-08-30T16:00:00+00:00,2024-08-30T18:00:00+00:00,2.0,58083.381,58642.636182,-0.962848877547264,-16.81605908165559,-0.009740412693341983,-0.32468042311139944,correction_exit,two opposing-body correction bars with depth 2.32 ATR,loss,2024,16
short,2024-09-06T16:00:00+00:00,2024-09-09T16:00:00+00:00,72.0,54034.191,56109.683978571426,-3.8410734761836753,-52.66156472216539,-0.030803341930030998,-1.0267780643343667,risk_stop,risk_stop,loss,2024,16
long,2024-09-17T16:00:00+00:00,2024-09-18T21:00:00+00:00,29.0,61147.717097999994,60217.96399800001,-1.5205033713848939,-20.907945694890433,-0.012618377999973441,-0.4206125999991147,correction_exit,correction depth 3.90 ATR >= 2.5,loss,2024,16
short,2024-09-30T03:00:00+00:00,2024-09-30T13:00:00+00:00,10.0,64363.13479800001,64060.819602,0.4697024110910726,9.814122704798546,0.005998720315107604,0.19995734383692015,correction_exit,correction depth 2.98 ATR >= 2.5,win,2024,3
long,2024-10-06T16:00:00+00:00,2024-10-06T18:00:00+00:00,2.0,62732.554002,62578.68176,-0.24528292279490482,-17.292538797111916,-0.01050675149955701,-0.3502250499852337,correction_exit,two opposing-body correction bars with depth 2.06 ATR,loss,2024,16
short,2024-10-08T00:00:00+00:00,2024-10-10T21:00:00+00:00,69.0,62211.565198000004,59811.789966000004,3.857442300900587,87.69557841129298,0.0538486182171475,1.7949539405715835,correction_exit,two opposing-body correction bars with depth 1.83 ATR,win,2024,0
long,2024-10-11T19:00:00+00:00,2024-10-13T15:00:00+00:00,44.0,62934.654414,62061.07155274999,-1.3880792218280196,-55.2191495332768,-0.03217424390191583,-1.0724747967305277,risk_stop,risk_stop,loss,2024,19
long,2024-10-18T03:00:00+00:00,2024-10-18T22:00:00+00:00,19.0,68117.6208,68398.3176,0.41207663553626434,10.835137494547348,0.006523127803660521,0.21743759345535071,correction_exit,two opposing-body correction bars with depth 1.66 ATR,win,2024,3
short,2024-10-23T18:00:00+00:00,2024-10-23T19:00:00+00:00,1.0,65710.165338,66398.97088875,-1.048248086436729,-55.0653581788988,-0.03293640320967119,-1.0978801069890398,risk_stop,risk_stop,loss,2024,18
long,2024-10-29T15:00:00+00:00,2024-10-29T22:00:00+00:00,7.0,71881.47342000001,72275.512006,0.5481782262553891,15.190465570339137,0.009395367051115199,0.31317890170384,correction_exit,correction depth 3.61 ATR >= 2.5,win,2024,15
short,2024-10-31T15:00:00+00:00,2024-10-31T23:00:00+00:00,8.0,70737.859598,70494.08599800001,0.34461545964967,5.960643623872381,0.003652367895198478,0.12174559650661594,correction_exit,two opposing-body correction bars with depth 2.20 ATR,win,2024,15
long,2024-11-06T02:00:00+00:00,2024-11-06T09:00:00+00:00,7.0,71143.035762,73441.35879,3.2305664263312392,53.31939597573216,0.03255241900878119,1.0850806336260397,correction_exit,correction depth 3.13 ATR >= 2.5,win,2024,2
long,2024-11-11T16:00:00+00:00,2024-11-11T23:00:00+00:00,7.0,84076.341906,87961.674146,4.621195632350331,69.91270088901348,0.041337291549171026,1.377909718305701,correction_exit,correction depth 2.59 ATR >= 2.5,win,2024,16
long,2024-11-13T16:00:00+00:00,2024-11-13T21:00:00+00:00,5.0,92558.508,88303.91586253572,-4.596651598429264,-53.95805114012066,-0.030637319935865968,-1.021243997862199,risk_stop,risk_stop,loss,2024,16
long,2024-11-20T15:00:00+00:00,2024-11-20T16:00:00+00:00,1.0,94646.335482,93362.3063035,-1.356660215063688,-55.016775675328326,-0.032225773864281396,-1.0741924621427132,risk_stop,risk_stop,loss,2024,15
long,2024-11-21T05:00:00+00:00,2024-11-25T21:00:00+00:00,112.0,97573.730844,94156.49082767857,-3.5022131333533673,-50.95964797942331,-0.030843282262301784,-1.0281094087433928,risk_stop,risk_stop,loss,2024,5
long,2024-11-27T16:00:00+00:00,2024-11-27T23:00:00+00:00,7.0,95575.1112,96028.260506,0.4741289864175503,11.080476162958593,0.0069198803046342,0.23066267682114,correction_exit,two opposing-body correction bars with depth 1.79 ATR,win,2024,16
long,2024-12-04T21:00:00+00:00,2024-12-05T05:00:00+00:00,8.0,98767.709592,103319.292008,4.608370928922173,74.09035791738081,0.045952266388738255,1.5317422129579419,correction_exit,correction depth 3.65 ATR >= 2.5,win,2024,21
